transaction_id,date,region,product,category,customer_id,quantity,unit_price,discount_pct,sales_amount,profit,hour,day_of_week,month,sales_zscore,sales_percentile,is_outlier,category_avg_sale,category_total_sales,category_transaction_count,contribution_pct
TXN1099,2024-01-05 03:00:00,North,Tablet,Software,CUST198,5,1994.06,0,9970.3,1560.4,3,Friday,1,3.1101501422012565,100.0,True,2726.833389830508,160883.16999999998,59,6.2
TXN1100,2024-01-05 04:00:00,North,Mouse,Electronics,CUST610,1,1054.17,15,896.04,299.43,4,Friday,1,-0.9466587163582034,25.0,False,2813.722,225097.76,80,0.4
TXN1101,2024-01-05 05:00:00,East,Keyboard,Electronics,CUST484,1,1231.23,0,1231.23,336.53,5,Friday,1,-0.78119304731813,30.0,False,2813.722,225097.76,80,0.55
TXN1102,2024-01-05 06:00:00,South,Phone,Electronics,CUST504,5,227.45,15,966.66,299.0,6,Friday,1,-0.9117973375950841,26.25,False,2813.722,225097.76,80,0.43
TXN1103,2024-01-05 07:00:00,South,Phone,Software,CUST922,5,1524.92,5,7243.37,1784.07,7,Friday,1,1.9392795930962585,96.61016949152543,False,2726.833389830508,160883.16999999998,59,4.5
TXN1104,2024-01-05 08:00:00,West,Tablet,Electronics,CUST617,4,498.82,15,1695.99,294.19,8,Friday,1,-0.5517654858065558,37.5,False,2813.722,225097.76,80,0.75
TXN1105,2024-01-05 09:00:00,North,Phone,Software,CUST575,3,1806.3,10,4877.01,853.66,9,Friday,1,0.9232281240156062,83.05084745762711,False,2726.833389830508,160883.16999999998,59,3.03
TXN1106,2024-01-05 10:00:00,South,Laptop,Accessories,CUST808,1,489.77,20,391.82,112.5,10,Friday,1,-1.2820545553384364,4.918032786885246,False,2898.9995081967218,176838.97000000003,61,0.22
TXN1107,2024-01-05 11:00:00,East,Keyboard,Software,CUST962,3,462.31,0,1386.93,327.4,11,Friday,1,-0.5753185515574274,37.28813559322034,False,2726.833389830508,160883.16999999998,59,0.86
TXN1108,2024-01-05 12:00:00,North,Monitor,Software,CUST744,3,169.44,10,457.49,86.97,12,Friday,1,-0.9743951406741814,13.559322033898304,False,2726.833389830508,160883.16999999998,59,0.28
TXN1109,2024-01-05 13:00:00,North,Phone,Accessories,CUST969,5,996.93,5,4735.42,1175.89,13,Friday,1,0.9390597080647929,77.04918032786885,False,2898.9995081967218,176838.97000000003,61,2.68
TXN1110,2024-01-05 14:00:00,North,Laptop,Software,CUST870,4,1173.2,5,4458.16,725.97,14,Friday,1,0.743385176271209,76.27118644067797,False,2726.833389830508,160883.16999999998,59,2.77
TXN1111,2024-01-05 15:00:00,North,Monitor,Electronics,CUST536,2,224.85,5,427.22,113.81,15,Friday,1,-1.1780904862778527,7.5,False,2813.722,225097.76,80,0.19
TXN1112,2024-01-05 16:00:00,West,Keyboard,Electronics,CUST122,4,1573.5,15,5349.9,1090.3,16,Friday,1,1.2519776531958453,87.5,False,2813.722,225097.76,80,2.38
TXN1113,2024-01-05 17:00:00,West,Monitor,Software,CUST664,4,961.25,20,3076.0,952.06,17,Friday,1,0.14992277050686442,64.40677966101694,False,2726.833389830508,160883.16999999998,59,1.91
TXN1114,2024-01-05 18:00:00,East,Laptop,Electronics,CUST776,3,1096.34,10,2960.12,627.76,18,Friday,1,0.07226899076979809,60.0,False,2813.722,225097.76,80,1.32
TXN1115,2024-01-05 19:00:00,West,Mouse,Software,CUST813,4,937.45,5,3562.31,858.67,19,Friday,1,0.358731231573064,69.49152542372882,False,2726.833389830508,160883.16999999998,59,2.21
TXN1116,2024-01-05 20:00:00,West,Mouse,Electronics,CUST557,1,861.45,5,818.38,124.66,20,Friday,1,-0.9849953727550294,22.5,False,2813.722,225097.76,80,0.36
TXN1117,2024-01-05 21:00:00,North,Monitor,Electronics,CUST182,3,1163.32,10,3140.96,516.65,21,Friday,1,0.1615401849856366,62.5,False,2813.722,225097.76,80,1.4
TXN1118,2024-01-05 22:00:00,West,Tablet,Software,CUST244,1,394.96,0,394.96,90.25,22,Friday,1,-1.0012438443209692,10.16949152542373,False,2726.833389830508,160883.16999999998,59,0.25
TXN1119,2024-01-05 23:00:00,South,Monitor,Electronics,CUST184,2,445.66,0,891.32,219.25,23,Friday,1,-0.9489887320444385,23.75,False,2813.722,225097.76,80,0.4
TXN1120,2024-01-06 00:00:00,West,Phone,Software,CUST177,3,1737.39,0,5212.17,1407.31,0,Saturday,1,1.0671368320638623,86.4406779661017,False,2726.833389830508,160883.16999999998,59,3.24
TXN1121,2024-01-06 01:00:00,West,Phone,Electronics,CUST556,2,1897.62,0,3795.24,790.67,1,Saturday,1,0.4845238000682442,68.75,False,2813.722,225097.76,80,1.69
TXN1122,2024-01-06 02:00:00,South,Mouse,Electronics,CUST977,3,809.29,0,2427.87,701.65,2,Saturday,1,-0.19047483317059125,48.75,False,2813.722,225097.76,80,1.08
TXN1123,2024-01-06 03:00:00,North,Tablet,Accessories,CUST100,5,614.41,0,3072.05,989.28,3,Saturday,1,0.08848994282005831,55.73770491803278,False,2898.9995081967218,176838.97000000003,61,1.74
TXN1124,2024-01-06 04:00:00,North,Laptop,Accessories,CUST150,4,1323.6,0,5294.4,1619.93,4,Saturday,1,1.224895984645771,90.1639344262295,False,2898.9995081967218,176838.97000000003,61,2.99
TXN1125,2024-01-06 05:00:00,South,Phone,Software,CUST784,5,876.59,0,4382.95,692.17,5,Saturday,1,0.7110920209653571,72.88135593220339,False,2726.833389830508,160883.16999999998,59,2.72
TXN1126,2024-01-06 06:00:00,West,Mouse,Accessories,CUST816,2,148.23,20,237.17,58.37,6,Saturday,1,-1.361135345658749,3.278688524590164,False,2898.9995081967218,176838.97000000003,61,0.13
TXN1127,2024-01-06 07:00:00,West,Keyboard,Software,CUST871,4,396.69,5,1507.42,257.75,7,Saturday,1,-0.5235833796015426,44.06779661016949,False,2726.833389830508,160883.16999999998,59,0.94
TXN1128,2024-01-06 08:00:00,North,Mouse,Accessories,CUST545,3,1460.35,0,4381.05,869.24,8,Saturday,1,0.7578514334717821,75.40983606557377,False,2898.9995081967218,176838.97000000003,61,2.48
TXN1129,2024-01-06 09:00:00,South,Phone,Electronics,CUST548,4,1351.96,5,5137.45,1784.4,9,Saturday,1,1.1471022649457077,86.25,False,2813.722,225097.76,80,2.28
TXN1130,2024-01-06 10:00:00,South,Phone,Software,CUST980,1,151.48,0,151.48,27.04,10,Saturday,1,-1.1057876211308195,3.389830508474576,False,2726.833389830508,160883.16999999998,59,0.09
TXN1131,2024-01-06 11:00:00,North,Mouse,Software,CUST587,4,521.75,15,1773.95,443.09,11,Saturday,1,-0.4091425514713906,52.54237288135594,False,2726.833389830508,160883.16999999998,59,1.1
TXN1132,2024-01-06 12:00:00,North,Laptop,Electronics,CUST899,1,539.04,10,485.14,132.75,12,Saturday,1,-1.1494984293823576,10.0,False,2813.722,225097.76,80,0.22
TXN1133,2024-01-06 13:00:00,South,Monitor,Software,CUST133,4,1376.6,0,5506.4,1599.57,13,Saturday,1,1.1934712967047454,89.83050847457628,False,2726.833389830508,160883.16999999998,59,3.42
TXN1134,2024-01-06 14:00:00,West,Phone,Software,CUST447,1,137.45,5,130.58,34.2,14,Saturday,1,-1.1147615201587722,1.694915254237288,False,2726.833389830508,160883.16999999998,59,0.08
TXN1135,2024-01-06 15:00:00,South,Mouse,Accessories,CUST194,2,297.81,15,506.28,76.93,15,Saturday,1,-1.2235250547884011,8.19672131147541,False,2898.9995081967218,176838.97000000003,61,0.29
TXN1136,2024-01-06 16:00:00,South,Mouse,Software,CUST171,5,1619.84,15,6884.32,1482.14,16,Saturday,1,1.7851131602739456,93.22033898305084,False,2726.833389830508,160883.16999999998,59,4.28
TXN1137,2024-01-06 17:00:00,East,Tablet,Electronics,CUST650,3,439.23,5,1251.81,317.39,17,Saturday,1,-0.771033784008232,31.25,False,2813.722,225097.76,80,0.56
TXN1138,2024-01-06 18:00:00,South,Monitor,Accessories,CUST253,4,1340.22,5,5092.84,853.42,18,Saturday,1,1.1218276102716218,88.52459016393442,False,2898.9995081967218,176838.97000000003,61,2.88
TXN1139,2024-01-06 19:00:00,West,Keyboard,Accessories,CUST349,5,552.55,0,2762.75,608.15,19,Saturday,1,-0.06967163782056679,50.81967213114754,False,2898.9995081967218,176838.97000000003,61,1.56
TXN1140,2024-01-06 20:00:00,West,Laptop,Electronics,CUST773,3,288.94,20,693.46,108.62,20,Saturday,1,-1.0466618048576757,17.5,False,2813.722,225097.76,80,0.31
TXN1141,2024-01-06 21:00:00,North,Keyboard,Electronics,CUST537,3,562.03,0,1686.09,279.41,21,Saturday,1,-0.5566525949789558,36.25,False,2813.722,225097.76,80,0.75
TXN1142,2024-01-06 22:00:00,South,Monitor,Accessories,CUST217,1,1472.31,15,1251.46,287.07,22,Saturday,1,-0.8424747907671241,32.78688524590164,False,2898.9995081967218,176838.97000000003,61,0.71
TXN1143,2024-01-06 23:00:00,South,Monitor,Software,CUST870,2,1725.82,5,3279.06,578.9,23,Saturday,1,0.23711128422055008,66.10169491525424,False,2726.833389830508,160883.16999999998,59,2.04
TXN1144,2024-01-07 00:00:00,North,Monitor,Accessories,CUST990,2,1677.42,5,3187.1,839.83,0,Sunday,1,0.14732114182653702,60.65573770491803,False,2898.9995081967218,176838.97000000003,61,1.8
TXN1145,2024-01-07 01:00:00,North,Keyboard,Electronics,CUST405,5,854.65,5,4059.59,1168.73,1,Sunday,1,0.6150194879191451,72.5,False,2813.722,225097.76,80,1.8
TXN1146,2024-01-07 02:00:00,East,Monitor,Accessories,CUST367,2,1369.36,0,2738.72,849.32,2,Sunday,1,-0.08195945800418868,49.18032786885246,False,2898.9995081967218,176838.97000000003,61,1.55
TXN1147,2024-01-07 03:00:00,South,Mouse,Electronics,CUST153,4,489.47,0,1957.88,372.06,3,Sunday,1,-0.4224841705378877,43.75,False,2813.722,225097.76,80,0.87
TXN1148,2024-01-07 04:00:00,North,Keyboard,Accessories,CUST335,2,656.98,0,1313.96,241.11,4,Sunday,1,-0.8105152085167553,36.0655737704918,False,2898.9995081967218,176838.97000000003,61,0.74
TXN1149,2024-01-07 05:00:00,North,Monitor,Software,CUST488,5,1803.04,0,9015.2,1540.82,5,Sunday,1,2.7000558378186055,98.30508474576271,True,2726.833389830508,160883.16999999998,59,5.6
TXN1150,2024-01-07 06:00:00,West,Mouse,Accessories,CUST833,2,124.7,10,224.46,62.24,6,Sunday,1,-1.3676346463051838,1.639344262295082,False,2898.9995081967218,176838.97000000003,61,0.13
TXN1151,2024-01-07 07:00:00,North,Tablet,Accessories,CUST862,4,262.47,0,1049.88,305.82,7,Sunday,1,-0.9455533922075935,29.508196721311474,False,2898.9995081967218,176838.97000000003,61,0.59
TXN1152,2024-01-07 08:00:00,North,Monitor,Electronics,CUST924,1,494.98,0,494.98,77.37,8,Sunday,1,-1.1446409390534267,11.25,False,2813.722,225097.76,80,0.22
TXN1153,2024-01-07 09:00:00,South,Keyboard,Electronics,CUST500,5,150.41,20,601.64,202.9,9,Sunday,1,-1.091988508313207,15.0,False,2813.722,225097.76,80,0.27
TXN1154,2024-01-07 10:00:00,West,Phone,Electronics,CUST723,1,444.73,15,378.02,60.63,10,Sunday,1,-1.2023779379225068,6.25,False,2813.722,225097.76,80,0.17
TXN1155,2024-01-07 11:00:00,North,Monitor,Accessories,CUST866,1,1207.78,15,1026.61,265.13,11,Sunday,1,-0.9574525838710509,27.86885245901639,False,2898.9995081967218,176838.97000000003,61,0.58
TXN1156,2024-01-07 12:00:00,East,Phone,Software,CUST402,1,900.71,20,720.57,210.27,12,Sunday,1,-0.8614356499433803,20.33898305084746,False,2726.833389830508,160883.16999999998,59,0.45
TXN1157,2024-01-07 13:00:00,East,Mouse,Electronics,CUST306,3,1796.08,0,5388.24,1746.83,13,Sunday,1,1.270904094172594,90.0,False,2813.722,225097.76,80,2.39
TXN1158,2024-01-07 14:00:00,North,Tablet,Electronics,CUST328,3,1653.14,0,4959.42,1452.2,14,Sunday,1,1.0592182198990052,83.75,False,2813.722,225097.76,80,2.2
TXN1159,2024-01-07 15:00:00,East,Laptop,Accessories,CUST952,1,749.45,10,674.51,209.33,15,Sunday,1,-1.1375000864367282,16.39344262295082,False,2898.9995081967218,176838.97000000003,61,0.38
TXN1160,2024-01-07 16:00:00,South,Tablet,Electronics,CUST677,5,592.9,5,2816.28,613.64,16,Sunday,1,0.00126275002656555,56.25,False,2813.722,225097.76,80,1.25
TXN1161,2024-01-07 17:00:00,East,Monitor,Software,CUST174,4,821.42,0,3285.68,1028.3,17,Sunday,1,0.23995373453466706,67.79661016949152,False,2726.833389830508,160883.16999999998,59,2.04
TXN1162,2024-01-07 18:00:00,East,Phone,Software,CUST534,4,1221.56,10,4397.62,730.11,18,Sunday,1,0.7173909252112931,74.57627118644068,False,2726.833389830508,160883.16999999998,59,2.73
TXN1163,2024-01-07 19:00:00,South,Phone,Electronics,CUST202,2,609.32,0,1218.64,400.89,19,Sunday,1,-0.7874080679727274,28.749999999999996,False,2813.722,225097.76,80,0.54
TXN1164,2024-01-07 20:00:00,North,Keyboard,Electronics,CUST521,5,1285.88,0,6429.4,1668.55,20,Sunday,1,1.7848700119438965,96.25,False,2813.722,225097.76,80,2.86
TXN1165,2024-01-07 21:00:00,West,Phone,Accessories,CUST803,3,877.88,5,2501.96,784.26,21,Sunday,1,-0.20302746910174554,45.90163934426229,False,2898.9995081967218,176838.97000000003,61,1.41
TXN1166,2024-01-07 22:00:00,South,Keyboard,Software,CUST863,1,1148.89,5,1091.45,262.45,22,Sunday,1,-0.7021897326473509,28.8135593220339,False,2726.833389830508,160883.16999999998,59,0.68
TXN1167,2024-01-07 23:00:00,North,Mouse,Software,CUST837,2,928.64,5,1764.42,491.77,23,Sunday,1,-0.4132344776788732,50.847457627118644,False,2726.833389830508,160883.16999999998,59,1.1
TXN1168,2024-01-08 00:00:00,North,Laptop,Electronics,CUST905,4,659.48,0,2637.92,673.41,0,Monday,1,-0.08678419865921722,52.5,False,2813.722,225097.76,80,1.17
TXN1169,2024-01-08 01:00:00,South,Monitor,Accessories,CUST405,3,1902.06,15,4850.25,1437.22,1,Monday,1,0.9977784093417504,83.60655737704919,False,2898.9995081967218,176838.97000000003,61,2.74
TXN1170,2024-01-08 02:00:00,East,Keyboard,Software,CUST197,3,1550.85,0,4652.55,773.84,2,Monday,1,0.8268510246943519,81.35593220338984,False,2726.833389830508,160883.16999999998,59,2.89
TXN1171,2024-01-08 03:00:00,North,Laptop,Software,CUST949,1,366.22,0,366.22,59.35,3,Monday,1,-1.013584028917302,6.779661016949152,False,2726.833389830508,160883.16999999998,59,0.23
TXN1172,2024-01-08 04:00:00,South,Phone,Accessories,CUST897,4,1750.09,15,5950.31,1186.61,4,Monday,1,1.5602977381472014,96.72131147540983,False,2898.9995081967218,176838.97000000003,61,3.36
TXN1173,2024-01-08 05:00:00,North,Phone,Accessories,CUST434,5,1026.12,20,4104.48,746.64,5,Monday,1,0.6164264468640298,65.57377049180327,False,2898.9995081967218,176838.97000000003,61,2.32
TXN1174,2024-01-08 06:00:00,East,Laptop,Software,CUST958,3,1799.65,15,4589.11,1488.51,6,Monday,1,0.7996115914726624,79.66101694915254,False,2726.833389830508,160883.16999999998,59,2.85
TXN1175,2024-01-08 07:00:00,North,Phone,Software,CUST534,1,1619.72,10,1457.75,282.57,7,Monday,1,-0.5449103444206047,38.983050847457626,False,2726.833389830508,160883.16999999998,59,0.91
TXN1176,2024-01-08 08:00:00,East,Mouse,Accessories,CUST546,5,907.91,5,4312.57,1488.58,8,Monday,1,0.7228339583916977,72.1311475409836,False,2898.9995081967218,176838.97000000003,61,2.44
TXN1177,2024-01-08 09:00:00,South,Mouse,Software,CUST407,4,142.69,5,542.22,117.87,9,Monday,1,-0.938014352892439,15.254237288135593,False,2726.833389830508,160883.16999999998,59,0.34
TXN1178,2024-01-08 10:00:00,West,Laptop,Electronics,CUST348,3,610.49,0,1831.47,341.43,10,Monday,1,-0.48488613725334967,42.5,False,2813.722,225097.76,80,0.81
TXN1179,2024-01-08 11:00:00,North,Keyboard,Electronics,CUST265,5,1129.11,5,5363.27,1651.56,11,Monday,1,1.2585777188155414,88.75,False,2813.722,225097.76,80,2.38
TXN1180,2024-01-08 12:00:00,South,Keyboard,Accessories,CUST580,5,1303.61,0,6518.05,1836.41,12,Monday,1,1.8506134697763914,98.36065573770492,False,2898.9995081967218,176838.97000000003,61,3.69
TXN1181,2024-01-08 13:00:00,North,Laptop,Accessories,CUST434,5,589.99,0,2949.95,736.42,13,Monday,1,0.026053702935737683,52.459016393442624,False,2898.9995081967218,176838.97000000003,61,1.67
TXN1182,2024-01-08 14:00:00,West,Keyboard,Accessories,CUST641,3,364.78,10,984.91,257.13,14,Monday,1,-0.9787760171484969,26.229508196721312,False,2898.9995081967218,176838.97000000003,61,0.56
TXN1183,2024-01-08 15:00:00,West,Keyboard,Electronics,CUST858,3,1686.37,5,4806.15,1412.24,15,Monday,1,0.9835568842572135,80.0,False,2813.722,225097.76,80,2.14
TXN1184,2024-01-08 16:00:00,North,Mouse,Software,CUST205,2,1970.36,0,3940.72,771.16,16,Monday,1,0.5212103287581117,71.1864406779661,False,2726.833389830508,160883.16999999998,59,2.45
TXN1185,2024-01-08 17:00:00,East,Keyboard,Electronics,CUST662,4,1098.81,0,4395.24,1535.11,17,Monday,1,0.7807122347591481,73.75,False,2813.722,225097.76,80,1.95
TXN1186,2024-01-08 18:00:00,West,Tablet,Software,CUST180,1,426.19,5,404.88,139.67,18,Monday,1,-0.9969844625813861,11.864406779661017,False,2726.833389830508,160883.16999999998,59,0.25
TXN1187,2024-01-08 19:00:00,South,Monitor,Electronics,CUST232,5,617.38,0,3086.9,864.53,19,Monday,1,0.1348536070199862,61.25000000000001,False,2813.722,225097.76,80,1.37
TXN1188,2024-01-08 20:00:00,South,Phone,Software,CUST896,2,134.94,15,229.4,43.57,20,Monday,1,-1.0723308645634484,5.084745762711865,False,2726.833389830508,160883.16999999998,59,0.14
TXN1189,2024-01-08 21:00:00,North,Tablet,Electronics,CUST237,1,1837.17,5,1745.31,499.24,21,Monday,1,-0.5274187964749635,40.0,False,2813.722,225097.76,80,0.78
TXN1190,2024-01-08 22:00:00,North,Keyboard,Accessories,CUST283,2,323.73,5,615.09,101.15,22,Monday,1,-1.1678847004737989,11.475409836065573,False,2898.9995081967218,176838.97000000003,61,0.35
TXN1191,2024-01-08 23:00:00,West,Mouse,Electronics,CUST500,3,1195.38,5,3406.83,531.91,23,Monday,1,0.2927862168710876,63.74999999999999,False,2813.722,225097.76,80,1.51
TXN1192,2024-01-09 00:00:00,West,Laptop,Software,CUST429,5,620.7,10,2793.15,562.92,0,Tuesday,1,0.028474572418043412,61.016949152542374,False,2726.833389830508,160883.16999999998,59,1.74
TXN1193,2024-01-09 01:00:00,East,Keyboard,Electronics,CUST884,1,1152.94,0,1152.94,279.62,1,Tuesday,1,-0.8198407015713813,27.500000000000004,False,2813.722,225097.76,80,0.51
TXN1194,2024-01-09 02:00:00,South,Mouse,Electronics,CUST607,1,1337.7,5,1270.82,411.31,2,Tuesday,1,-0.7616495471024418,32.5,False,2813.722,225097.76,80,0.56
TXN1195,2024-01-09 03:00:00,South,Monitor,Electronics,CUST951,1,1676.51,5,1592.68,470.53,3,Tuesday,1,-0.6027641977864179,33.75,False,2813.722,225097.76,80,0.71
TXN1196,2024-01-09 04:00:00,East,Keyboard,Accessories,CUST168,1,492.2,0,492.2,146.94,4,Tuesday,1,-1.2307249094777641,6.557377049180328,False,2898.9995081967218,176838.97000000003,61,0.28
TXN1197,2024-01-09 05:00:00,West,Laptop,Electronics,CUST645,1,120.89,15,102.76,24.16,5,Tuesday,1,-1.3382593188108705,1.25,False,2813.722,225097.76,80,0.05
TXN1198,2024-01-09 06:00:00,West,Mouse,Accessories,CUST873,2,360.08,10,648.14,142.06,6,Tuesday,1,-1.150984473379804,14.754098360655737,False,2898.9995081967218,176838.97000000003,61,0.37
TXN1199,2024-01-09 07:00:00,East,Mouse,Accessories,CUST152,5,1810.04,5,8597.69,1927.67,7,Tuesday,1,2.9140442798749024,100.0,True,2898.9995081967218,176838.97000000003,61,4.86
